domain,ttl,ip_count,ns_count,label
rtpo.abtors.cn,180.0,13,4,1
gnzr.abton.cn,180.0,13,4,1
gvx.abton.cn,180.0,13,4,1
bggm.abton.cn,180.0,13,4,1
bpw.abton.cn,180.0,13,4,1
boep.abton.cn,180.0,13,4,1
bgp.abton.cn,180.0,13,4,1
bjh.abton.cn,180.0,13,4,1
bzb.abton.cn,180.0,13,4,1
gvn.abton.cn,180.0,13,4,1
gfk.abton.cn,180.0,13,4,1
byfh.abton.cn,180.0,13,4,1
bjoe.abton.cn,180.0,13,4,1
bpn.abton.cn,180.0,13,4,1
bgf.abton.cn,180.0,13,4,1
kxc.abton.cn,163.0,13,4,1
ktyp.abton.cn,180.0,13,4,1
bwfz.abton.cn,180.0,13,4,1
bcl.abton.cn,180.0,13,4,1
srfa.abton.cn,180.0,13,4,1
srgd.abton.cn,180.0,13,4,1
sxd.abton.cn,180.0,13,4,1
ssa.abton.cn,180.0,13,4,1
svu.abton.cn,180.0,13,4,1
sgmi.abton.cn,180.0,13,4,1
spd.abton.cn,180.0,13,4,1
slu.abton.cn,165.0,13,4,1
btee.abton.cn,155.0,13,4,1
bsh.abton.cn,180.0,13,4,1
sfx.abtion.cn,180.0,13,4,1
svao.abtion.cn,180.0,13,4,1
sqk.abtion.cn,180.0,13,4,1
sdl.abtion.cn,180.0,13,4,1
bri.abtion.cn,180.0,13,4,1
bcp.abtion.cn,180.0,13,4,1
khdp.abties.cn,180.0,13,4,1
kpe.abties.cn,180.0,12,4,1
kdt.abties.cn,180.0,13,4,1
kegy.abties.cn,180.0,13,4,1
swb.abties.cn,180.0,13,4,1
swr.abties.cn,180.0,13,4,1
sri.abties.cn,180.0,13,4,1
sgdc.abties.cn,180.0,13,4,1
cygb.ocpresi.cn,180.0,13,4,1
sjt.ocowes.cn,180.0,13,4,1
cmi.ocpresi.cn,180.0,13,4,1
bls.ocowes.cn,180.0,13,4,1
sedt.ocowes.cn,180.0,13,4,1
cpi.ocpresi.cn,180.0,13,4,1
cyub.ocpresi.cn,180.0,13,4,1
skv.ocowes.cn,180.0,13,4,1
buuj.ocowes.cn,180.0,13,4,1
sny.ocowes.cn,180.0,13,4,1
crq.ocpresi.cn,180.0,13,4,1
csei.ocpresi.cn,180.0,13,4,1
bhv.ocpresi.cn,180.0,13,4,1
cqbh.ocpresi.cn,180.0,13,4,1
bdkw.ocowned.cn,180.0,13,4,1
chqf.ocpresi.cn,180.0,13,4,1
brwk.ocowned.cn,180.0,13,4,1
bhr.ocpresi.cn,180.0,13,4,1
tja.ocpaign.cn,180.0,13,4,1
tfav.ocpaign.cn,180.0,12,4,1
bmc.ocowes.cn,180.0,13,4,1
bmvu.ocowes.cn,180.0,13,4,1
kkn.ocpresi.cn,180.0,13,4,1
kuf.ocpresi.cn,180.0,13,4,1
tot.ocpresi.cn,180.0,12,4,1
txa.ocpresi.cn,180.0,13,4,1
tnlz.abther.cn,180.0,13,4,1
typ.abther.cn,180.0,13,4,1
khrm.ocowed.cn,180.0,13,4,1
khu.ocowed.cn,180.0,13,4,1
kyqg.ocowed.cn,180.0,13,4,1
kmc.ocowed.cn,180.0,13,4,1
bbqm.ocowed.cn,180.0,13,4,1
bdr.ocowed.cn,180.0,13,4,1
ckf.ocowed.cn,180.0,13,4,1
cmjd.ocowed.cn,180.0,13,4,1
ctm.ocowed.cn,180.0,13,4,1
cbc.ocowed.cn,180.0,13,4,1
kdq.ocowed.cn,180.0,13,4,1
kxj.ocowed.cn,180.0,13,4,1
kwju.ocowed.cn,180.0,13,4,1
kbwo.ocowed.cn,180.0,13,4,1
kse.ocowed.cn,180.0,13,4,1
kewu.ocowed.cn,176.0,13,4,1
kfxk.ocowed.cn,180.0,13,4,1
knu.ocowed.cn,180.0,13,4,1
kxh.ocowed.cn,180.0,13,4,1
kunf.ocowed.cn,169.0,13,4,1
kll.ocowed.cn,180.0,13,4,1
kusk.ocowed.cn,161.0,13,4,1
ktjy.ocowed.cn,180.0,13,4,1
kcu.ocowed.cn,180.0,13,4,1
kvjz.ocowed.cn,180.0,13,4,1
kzf.ocowed.cn,180.0,13,4,1
kwgk.ocowed.cn,180.0,13,4,1
kos.ocowed.cn,180.0,13,4,1
kxtu.ocowed.cn,180.0,13,4,1
kqzk.ocowed.cn,150.0,13,4,1
kdma.ocowed.cn,180.0,13,4,1
kfv.ocowed.cn,180.0,13,4,1
kxw.ocowed.cn,147.0,13,4,1
kuer.ocowed.cn,180.0,13,4,1
kwyd.ocowed.cn,144.0,13,4,1
cgj.ocowed.cn,180.0,12,4,1
ceh.ocowed.cn,137.0,13,4,1
cts.ocowed.cn,136.0,13,4,1
czh.ocowed.cn,180.0,13,4,1
keie.ocowes.cn,180.0,13,4,1
ksm.ocowes.cn,180.0,13,4,1
cye.ocowes.cn,180.0,13,4,1
cnbd.ocowes.cn,180.0,13,4,1
cggz.ocowes.cn,180.0,13,4,1
cywy.ocowes.cn,180.0,13,4,1
smq.ocowes.cn,180.0,13,4,1
sou.ocowes.cn,180.0,13,4,1
skve.ocowes.cn,180.0,13,4,1
sxs.ocowes.cn,180.0,13,4,1
sbdb.ocowes.cn,180.0,13,4,1
sgkl.ocowes.cn,180.0,13,4,1
scy.ocowes.cn,180.0,13,4,1
src.ocowes.cn,166.0,13,4,1
sfe.ocowes.cn,180.0,13,4,1
sybi.ocowes.cn,180.0,12,4,1
sdty.ocowes.cn,180.0,13,4,1
scu.ocowes.cn,180.0,13,4,1
shp.ocowes.cn,180.0,13,4,1
sju.ocowes.cn,180.0,13,4,1
sjtn.ocowes.cn,180.0,13,4,1
sgt.ocowes.cn,180.0,13,4,1
sjcl.ocowes.cn,180.0,13,4,1
syz.ocowes.cn,180.0,13,4,1
sbe.ocowes.cn,177.0,13,4,1
sydh.ocowes.cn,180.0,13,4,1
cwgl.ocowes.cn,175.0,13,4,1
cik.ocowes.cn,140.0,13,4,1
ccl.ocowes.cn,180.0,13,4,1
cwd.ocowes.cn,173.0,13,4,1
cqo.ocowes.cn,139.0,13,4,1
czu.ocowes.cn,180.0,13,4,1
cef.ocowes.cn,180.0,13,4,1
tkqm.ocowes.cn,180.0,13,4,1
tsc.ocowes.cn,180.0,13,4,1
tufo.ocowes.cn,180.0,13,4,1
tsg.ocowes.cn,174.0,13,4,1
tzs.ocowes.cn,180.0,13,4,1
tfi.ocowes.cn,145.0,13,4,1
twk.ocowned.cn,180.0,13,4,1
tnnz.ocowned.cn,180.0,13,4,1
kunx.ocowned.cn,180.0,13,4,1
kuy.ocowned.cn,180.0,13,4,1
kbtm.ocowned.cn,180.0,13,4,1
kpu.ocowned.cn,180.0,13,4,1
sdpz.ocowned.cn,180.0,13,4,1
sfz.ocowned.cn,180.0,13,4,1
sln.ocowned.cn,180.0,13,4,1
scs.ocowned.cn,180.0,13,4,1
tvo.ocowned.cn,180.0,13,4,1
tka.ocowned.cn,180.0,13,4,1
skqr.ocowned.cn,180.0,12,4,1
srhx.ocowned.cn,180.0,13,4,1
skk.ocowned.cn,180.0,11,4,1
sute.ocowned.cn,180.0,12,4,1
kzw.ocowned.cn,180.0,13,4,1
kjj.ocowned.cn,180.0,12,4,1
kczs.ocowned.cn,180.0,13,4,1
kqr.ocowned.cn,180.0,13,4,1
ccre.ocowned.cn,180.0,12,4,1
cmo.ocowned.cn,180.0,11,4,1
cfo.ocowned.cn,180.0,12,4,1
cps.ocowned.cn,180.0,11,4,1
kmny.ocowned.cn,180.0,12,4,1
kos.ocowned.cn,180.0,11,4,1
kvz.ocowned.cn,180.0,12,4,1
koi.ocowned.cn,180.0,11,4,1
bipo.ocowned.cn,180.0,13,4,1
bgmp.ocowned.cn,180.0,11,4,1
bli.ocowned.cn,141.0,13,4,1
bauk.ocowned.cn,141.0,11,4,1
bhrg.ocowned.cn,180.0,12,4,1
becz.ocowned.cn,180.0,13,4,1
bau.ocowned.cn,180.0,11,4,1
bfh.ocowned.cn,160.0,12,4,1
bwle.ocowned.cn,180.0,12,4,1
bnx.ocowned.cn,180.0,11,4,1
blf.ocowned.cn,164.0,11,4,1
bug.ocowned.cn,132.0,11,4,1
bme.ocowned.cn,180.0,12,4,1
bla.ocowned.cn,180.0,12,4,1
bvdb.ocowned.cn,129.0,11,4,1
bfqv.ocowned.cn,180.0,11,4,1
cha.ocowned.cn,180.0,11,4,1
cxri.ocowned.cn,180.0,11,4,1
cfwu.ocowned.cn,180.0,11,4,1
cam.ocowned.cn,180.0,12,4,1
sky.ocowned.cn,180.0,12,4,1
sscu.ocowned.cn,180.0,12,4,1
suxz.ocowned.cn,127.0,11,4,1
stzi.ocowned.cn,180.0,12,4,1
sjho.ocowned.cn,177.0,12,4,1
sxrg.ocowned.cn,130.0,13,4,1
smar.ocowned.cn,180.0,12,4,1
seeg.ocowned.cn,180.0,12,4,1
ske.ocpaign.cn,180.0,13,4,1
stid.ocpaign.cn,180.0,12,4,1
sdi.ocpaign.cn,180.0,12,4,1
salp.ocpaign.cn,180.0,12,4,1
tjib.ocpaign.cn,180.0,12,4,1
trhm.ocpaign.cn,180.0,12,4,1
bwy.ocpaign.cn,180.0,11,4,1
bxn.ocpaign.cn,180.0,12,4,1
kzk.ocpaign.cn,180.0,11,4,1
kxdz.ocpaign.cn,180.0,13,4,1
tpns.ocpaign.cn,180.0,12,4,1
tjn.ocpaign.cn,180.0,11,4,1
ctd.ocpaign.cn,180.0,11,4,1
cenl.ocpaign.cn,180.0,12,4,1
ckd.ocpaign.cn,180.0,12,4,1
cac.ocpaign.cn,180.0,13,4,1
cbb.ocpaign.cn,153.0,13,4,1
cqf.ocpaign.cn,180.0,13,4,1
coyo.ocpaign.cn,170.0,11,4,1
cfxn.ocpaign.cn,180.0,12,4,1
suvc.ocpaign.cn,180.0,13,4,1
sqpb.ocpaign.cn,180.0,12,4,1
slt.ocpaign.cn,180.0,12,4,1
sdng.ocpaign.cn,180.0,11,4,1
ssk.ocpaign.cn,180.0,12,4,1
sppv.ocpaign.cn,180.0,12,4,1
sbnv.ocpaign.cn,139.0,12,4,1
sde.ocpaign.cn,139.0,11,4,1
ssrh.ocpaign.cn,180.0,12,4,1
ssy.ocpaign.cn,176.0,11,4,1
suzm.ocpaign.cn,180.0,12,4,1
sfzr.ocpaign.cn,180.0,11,4,1
sirf.ocpaign.cn,180.0,11,4,1
seu.ocpaign.cn,180.0,12,4,1
setq.ocpaign.cn,180.0,12,4,1
sme.ocpaign.cn,180.0,11,4,1
sgw.ocpaign.cn,180.0,11,4,1
sugl.ocpaign.cn,180.0,12,4,1
szs.ocpaign.cn,180.0,12,4,1
sayf.ocpaign.cn,135.0,12,4,1
sow.ocpaign.cn,180.0,12,4,1
sdwy.ocpaign.cn,124.0,12,4,1
sklu.ocpaign.cn,180.0,12,4,1
szme.ocpaign.cn,172.0,12,4,1
suh.ocpaign.cn,180.0,13,4,1
saui.ocpaign.cn,172.0,12,4,1
sdm.ocpaign.cn,157.0,11,4,1
sbe.ocpaign.cn,180.0,12,4,1
spnw.ocpaign.cn,180.0,11,4,1
sjcv.ocpaign.cn,180.0,13,4,1
sru.ocpaign.cn,180.0,11,4,1
sfkd.ocpaign.cn,116.0,13,4,1
sca.ocpaign.cn,180.0,13,4,1
srm.ocpaign.cn,104.0,12,4,1
shiz.ocpaign.cn,121.0,12,4,1
sscp.ocpaign.cn,180.0,13,4,1
ktbg.ocpaign.cn,180.0,13,4,1
ksl.ocpaign.cn,171.0,11,4,1
krku.ocpaign.cn,180.0,12,4,1
knme.ocpaign.cn,136.0,12,4,1
kqxi.ocpaign.cn,180.0,11,4,1
kvg.ocpaign.cn,180.0,13,4,1
kqrm.ocpaign.cn,145.0,13,4,1
kkx.ocpaign.cn,133.0,12,4,1
skd.ocpaign.cn,169.0,13,4,1
sdz.ocpaign.cn,180.0,12,4,1
saj.ocpaign.cn,180.0,13,4,1
sslx.ocpaign.cn,135.0,12,4,1
khby.ocpaign.cn,137.0,13,4,1
kck.ocpaign.cn,134.0,12,4,1
cdky.ocpaign.cn,180.0,11,4,1
clu.ocpaign.cn,164.0,11,4,1
caaj.ocpaign.cn,180.0,12,4,1
cth.ocpaign.cn,180.0,12,4,1
kcso.ocpaign.cn,179.0,12,4,1
khs.ocpaign.cn,180.0,13,4,1
kbf.ocper.cn,180.0,12,4,1
kxo.ocper.cn,180.0,12,4,1
cov.ocper.cn,180.0,12,4,1
cgme.ocper.cn,180.0,11,4,1
chg.ocper.cn,180.0,11,4,1
cvaf.ocper.cn,180.0,13,4,1
cpl.ocper.cn,180.0,12,4,1
cwr.ocper.cn,180.0,11,4,1
cszz.ocper.cn,180.0,12,4,1
cfs.ocper.cn,180.0,11,4,1
czap.ocper.cn,180.0,12,4,1
cvo.ocper.cn,180.0,12,4,1
cum.ocper.cn,180.0,11,4,1
ccgj.ocper.cn,180.0,13,4,1
tdw.ocper.cn,180.0,12,4,1
thr.ocper.cn,180.0,12,4,1
szer.ocper.cn,180.0,11,4,1
saf.ocper.cn,180.0,13,4,1
sxjy.ocper.cn,180.0,11,4,1
slub.ocper.cn,180.0,13,4,1
ccti.ocper.cn,180.0,13,4,1
cai.ocper.cn,145.0,11,4,1
cmu.ocper.cn,158.0,13,4,1
cjpz.ocper.cn,180.0,11,4,1
kag.ocpresi.cn,180.0,12,4,1
kfnd.ocpresi.cn,180.0,13,4,1
sauz.ocpresi.cn,180.0,12,4,1
scv.ocpresi.cn,180.0,12,4,1
sea.ocpresi.cn,180.0,11,4,1
slt.ocpresi.cn,180.0,13,4,1
sgv.ocpresi.cn,180.0,13,4,1
sqnq.ocpresi.cn,180.0,11,4,1
sqw.ocpresi.cn,180.0,12,4,1
sev.ocpresi.cn,180.0,12,4,1
stb.ocpresi.cn,180.0,12,4,1
sgk.ocpresi.cn,180.0,13,4,1
suep.ocpresi.cn,180.0,12,4,1
shka.ocpresi.cn,180.0,12,4,1
szfi.ocpresi.cn,180.0,11,4,1
sqr.ocpresi.cn,169.0,11,4,1
sane.ocpresi.cn,180.0,12,4,1
snbu.ocpresi.cn,166.0,12,4,1
kfic.ocpresi.cn,180.0,12,4,1
kas.ocpresi.cn,180.0,12,4,1
sior.ocpresi.cn,180.0,13,4,1
syfv.ocpresi.cn,180.0,12,4,1
svu.ocpresi.cn,180.0,13,4,1
scch.ocpresi.cn,180.0,13,4,1
sfx.ocpresi.cn,180.0,11,4,1
skf.ocpresi.cn,158.0,13,4,1
sfoo.ocpresi.cn,180.0,11,4,1
syjw.ocpresi.cn,180.0,12,4,1
sry.ocpresi.cn,180.0,13,4,1
sojs.ocpresi.cn,156.0,12,4,1
sapj.ocpresi.cn,180.0,12,4,1
sst.ocpresi.cn,180.0,12,4,1
kpma.ocpresi.cn,180.0,12,4,1
kbs.ocpresi.cn,180.0,12,4,1
kzaz.ocpresi.cn,180.0,11,4,1
kied.ocpresi.cn,180.0,12,4,1
cdax.ocpresi.cn,180.0,11,4,1
csxe.ocpresi.cn,180.0,13,4,1
ceg.ocpresi.cn,102.0,13,4,1
cust.ocpresi.cn,74.0,11,4,1
bmgu.ocpresi.cn,180.0,13,4,1
bgk.ocpresi.cn,180.0,12,4,1
sqje.ocpresi.cn,180.0,13,4,1
suxg.ocpresi.cn,180.0,13,4,1
swe.ocpresi.cn,180.0,13,4,1
sva.ocpresi.cn,180.0,13,4,1
kep.ocpresi.cn,180.0,13,4,1
krxt.ocpresi.cn,180.0,13,4,1
ktrj.ocpresi.cn,180.0,13,4,1
kch.ocpresi.cn,180.0,13,4,1
cnql.ocpresi.cn,180.0,13,4,1
czb.ocpresi.cn,180.0,13,4,1
cfv.ocpresi.cn,180.0,13,4,1
cxut.ocpresi.cn,178.0,13,4,1
cxax.ocpresi.cn,180.0,13,4,1
cepi.ocpresi.cn,180.0,13,4,1
cdj.ocpresi.cn,180.0,13,4,1
cjvm.ocpresi.cn,180.0,13,4,1
cax.ocpresi.cn,180.0,13,4,1
cvno.ocpresi.cn,180.0,13,4,1
ceme.ocpresi.cn,180.0,13,4,1
cbw.ocpresi.cn,180.0,13,4,1
csr.ocpresi.cn,180.0,13,4,1
cqw.ocpresi.cn,171.0,13,4,1
cqm.ocpresi.cn,180.0,13,4,1
cjk.ocpresi.cn,180.0,13,4,1
cyn.ocpresi.cn,156.0,13,4,1
cgq.ocprie.cn,180.0,13,4,1
cwwx.ocprie.cn,180.0,13,4,1
cbi.ocprie.cn,180.0,13,4,1
clrv.ocprie.cn,180.0,12,4,1
kfhc.ocprie.cn,180.0,12,4,1
kto.ocprie.cn,180.0,13,4,1
cog.ocprie.cn,180.0,12,4,1
cji.ocprie.cn,180.0,13,4,1
ckdj.ocprie.cn,180.0,13,4,1
ccf.ocprie.cn,180.0,13,4,1
snj.ocrate.cn,180.0,13,4,1
seay.ocrest.cn,180.0,13,4,1
sctw.ocroll.cn,180.0,13,4,1
cciq.ocofx.cn,180.0,13,4,1
chy.ocoffi.cn,180.0,12,4,1
cqps.ocofx.cn,180.0,13,4,1
szs.ocroll.cn,180.0,13,4,1
svu.ocrate.cn,180.0,13,4,1
sefb.ocover.cn,180.0,12,4,1
sfez.ocrest.cn,180.0,13,4,1
slpg.ocrest.cn,180.0,13,4,1
sxzl.ocrate.cn,180.0,13,4,1
syh.ocroll.cn,180.0,13,4,1
saqz.ocover.cn,180.0,12,4,1
biki.ocowed.cn,180.0,13,4,1
cgg.ocofx.cn,180.0,13,4,1
ttf.ocother.cn,180.0,13,4,1
ciz.ocoffi.cn,180.0,12,4,1
bqa.ocroll.cn,180.0,13,4,1
sio.ocrate.cn,180.0,13,4,1
bon.ocowed.cn,180.0,13,4,1
bxj.ocroll.cn,180.0,12,4,1
sssu.ocrest.cn,180.0,13,4,1
tbq.ocother.cn,180.0,13,4,1
btcu.ocnst.cn,180.0,13,4,1
bbfg.ocrevx.cn,180.0,13,4,1
sgl.ocroll.cn,180.0,13,4,1
cia.ocoffi.cn,180.0,13,4,1
cgp.ocofx.cn,180.0,13,4,1
ktz.ocowes.cn,180.0,13,4,1
sow.ocover.cn,180.0,12,4,1
cqyt.ocoffi.cn,180.0,13,4,1
bnqy.ocnst.cn,180.0,13,4,1
stnn.ocover.cn,180.0,12,4,1
bxm.ocrevx.cn,180.0,13,4,1
kjt.ocowes.cn,180.0,13,4,1
cdl.ocrate.cn,180.0,13,4,1
cwm.ocrate.cn,180.0,13,4,1
thvb.ocnst.cn,180.0,13,4,1
ceth.ocrate.cn,180.0,13,4,1
khoo.ocprox.cn,180.0,13,4,1
keco.ocprox.cn,180.0,12,4,1
tbck.ocnst.cn,180.0,13,4,1
cur.ocrate.cn,180.0,13,4,1
bqrm.ocrecei.cn,180.0,13,4,1
bpmf.ocrecei.cn,180.0,13,4,1
bplj.ocprie.cn,180.0,13,4,1
bow.ocprie.cn,180.0,12,4,1
kdr.ocprie.cn,180.0,12,4,1
kir.ocprie.cn,180.0,13,4,1
bpq.ocprie.cn,180.0,13,4,1
bok.ocprie.cn,180.0,13,4,1
svd.ocprie.cn,180.0,12,4,1
sltj.ocprie.cn,180.0,13,4,1
sltc.ocprie.cn,180.0,13,4,1
sdyu.ocprie.cn,180.0,13,4,1
bve.ocprie.cn,180.0,13,4,1
bsv.ocprie.cn,180.0,13,4,1
bjbr.ocprie.cn,180.0,13,4,1
ban.ocprie.cn,180.0,13,4,1
bol.ocprie.cn,180.0,13,4,1
btbt.ocprie.cn,180.0,13,4,1
sexp.ocprie.cn,180.0,13,4,1
sjz.ocprie.cn,180.0,13,4,1
sxx.ocprie.cn,180.0,13,4,1
sdm.ocprie.cn,180.0,12,4,1
spn.ocprie.cn,180.0,13,4,1
sdt.ocprie.cn,180.0,13,4,1
szfv.ocprie.cn,180.0,13,4,1
txcv.ocprie.cn,180.0,12,4,1
tbv.ocprie.cn,180.0,13,4,1
bkr.ocprie.cn,166.0,13,4,1
bupq.ocprie.cn,162.0,13,4,1
cshb.ocprie.cn,146.0,13,4,1
cma.ocprie.cn,180.0,13,4,1
ckuz.ocprie.cn,113.0,12,4,1
coqn.ocprie.cn,180.0,13,4,1
sim.ocprie.cn,180.0,13,4,1
srs.ocprie.cn,157.0,13,4,1
sne.ocprie.cn,140.0,13,4,1
sznz.ocprie.cn,45.0,13,4,1
sopl.ocprie.cn,180.0,13,4,1
srw.ocprie.cn,180.0,13,4,1
syh.ocprie.cn,180.0,12,4,1
sof.ocprie.cn,53.0,13,4,1
ctw.ocprie.cn,180.0,13,4,1
crah.ocprie.cn,180.0,13,4,1
cjee.ocprie.cn,180.0,13,4,1
czvt.ocprie.cn,170.0,13,4,1
bze.ocprox.cn,180.0,13,4,1
bkeh.ocprox.cn,180.0,13,4,1
bhvx.ocprox.cn,180.0,12,4,1
bvlz.ocprox.cn,180.0,13,4,1
ssr.ocral.cn,180.0,12,4,1
svb.ocral.cn,180.0,13,4,1
sxy.ocral.cn,180.0,13,4,1
sxko.ocral.cn,180.0,13,4,1
shh.ocral.cn,180.0,13,4,1
ssb.ocral.cn,180.0,12,4,1
sqef.ocral.cn,180.0,13,4,1
szp.ocral.cn,180.0,13,4,1
gsng.ocral.cn,180.0,12,4,1
gyew.ocral.cn,180.0,13,4,1
ctbq.ocral.cn,180.0,12,4,1
comn.ocral.cn,180.0,13,4,1
cqac.ocral.cn,177.0,13,4,1
cfo.ocral.cn,180.0,13,4,1
cefn.ocral.cn,164.0,12,4,1
cpmq.ocral.cn,164.0,12,4,1
cud.ocral.cn,180.0,13,4,1
cse.ocral.cn,180.0,13,4,1
bajv.ocral.cn,180.0,13,4,1
bed.ocral.cn,180.0,13,4,1
ble.ocral.cn,180.0,12,4,1
bnbm.ocral.cn,180.0,13,4,1
tkgr.ocral.cn,180.0,13,4,1
tuz.ocral.cn,180.0,13,4,1
kfy.ocral.cn,180.0,13,4,1
kus.ocral.cn,180.0,13,4,1
gll.ocral.cn,180.0,13,4,1
grf.ocral.cn,180.0,13,4,1
klke.ocral.cn,177.0,13,4,1
kza.ocral.cn,180.0,13,4,1
kepq.ocral.cn,180.0,13,4,1
kzod.ocral.cn,180.0,13,4,1
chmn.ocrate.cn,180.0,13,4,1
cbfl.ocrate.cn,180.0,13,4,1
cch.ocrate.cn,180.0,13,4,1
cle.ocrate.cn,180.0,13,4,1
cbxu.ocrate.cn,180.0,13,4,1
cfl.ocrate.cn,180.0,12,4,1
cck.ocrate.cn,180.0,13,4,1
cbww.ocrate.cn,180.0,13,4,1
bgkl.ocrate.cn,180.0,12,4,1
bkje.ocrate.cn,180.0,13,4,1
cpi.ocrate.cn,180.0,13,4,1
czs.ocrate.cn,180.0,13,4,1
cgoo.ocrate.cn,180.0,13,4,1
cvyy.ocrate.cn,180.0,13,4,1
cwgq.ocrate.cn,168.0,13,4,1
clma.ocrate.cn,180.0,13,4,1
cxh.ocrate.cn,180.0,12,4,1
cwr.ocrate.cn,164.0,13,4,1
kdw.ocrate.cn,180.0,13,4,1
kgni.ocrate.cn,180.0,13,4,1
kptr.ocrate.cn,180.0,12,4,1
koyt.ocrate.cn,180.0,13,4,1
bhel.ocrate.cn,180.0,12,4,1
bsm.ocrate.cn,180.0,13,4,1
kdce.ocrate.cn,159.0,12,4,1
kfyq.ocrate.cn,180.0,12,4,1
kuyh.ocrate.cn,180.0,13,4,1
kwh.ocrate.cn,180.0,13,4,1
toej.ocrecei.cn,180.0,12,4,1
tenr.ocrecei.cn,180.0,12,4,1
sbr.ocrecei.cn,180.0,13,4,1
sepg.ocrecei.cn,180.0,13,4,1
smov.ocrecei.cn,180.0,13,4,1
srf.ocrecei.cn,180.0,12,4,1
bblt.ocrecent.cn,180.0,13,4,1
bmz.ocrecent.cn,180.0,13,4,1
slgu.ocrecent.cn,180.0,13,4,1
slm.ocrecent.cn,180.0,13,4,1
stzb.ocrecent.cn,180.0,13,4,1
spo.ocrecent.cn,180.0,13,4,1
sbk.ocrecent.cn,180.0,13,4,1
soy.ocrecent.cn,180.0,13,4,1
sgw.ocrecent.cn,180.0,13,4,1
sikg.ocrecent.cn,180.0,12,4,1
sgt.ocrecent.cn,180.0,13,4,1
svf.ocrecent.cn,180.0,13,4,1
svni.ocrecent.cn,180.0,13,4,1
sclf.ocrecent.cn,180.0,12,4,1
sdv.ocrecent.cn,180.0,13,4,1
saf.ocrecent.cn,180.0,13,4,1
sbs.ocrecent.cn,180.0,13,4,1
stt.ocrecent.cn,180.0,13,4,1
bno.ocrecent.cn,180.0,13,4,1
bhoe.ocrecent.cn,180.0,12,4,1
chu.ocrecent.cn,161.0,13,4,1
civi.ocrecent.cn,180.0,13,4,1
cnji.ocrecent.cn,180.0,13,4,1
cvt.ocrecent.cn,180.0,13,4,1
koe.ocrecent.cn,180.0,13,4,1
key.ocrecent.cn,180.0,12,4,1
shng.ocrest.cn,180.0,12,4,1
seq.ocrest.cn,180.0,13,4,1
sbei.ocrest.cn,180.0,12,4,1
smw.ocrest.cn,180.0,13,4,1
caxz.ocrest.cn,180.0,13,4,1
cio.ocrest.cn,180.0,13,4,1
colh.ocrest.cn,180.0,13,4,1
codp.ocrest.cn,180.0,13,4,1
sblo.ocrest.cn,180.0,12,4,1
sgpm.ocrest.cn,180.0,13,4,1
sdxq.ocrest.cn,180.0,13,4,1
sqj.ocrest.cn,180.0,13,4,1
slcg.ocrest.cn,180.0,13,4,1
sll.ocrest.cn,173.0,13,4,1
spqx.ocrest.cn,180.0,12,4,1
sak.ocrest.cn,180.0,13,4,1
sdb.ocrest.cn,180.0,13,4,1
sgfn.ocrest.cn,180.0,12,4,1
svq.ocrest.cn,180.0,13,4,1
sqdh.ocrest.cn,180.0,12,4,1
sqo.ocrest.cn,180.0,13,4,1
sttn.ocrest.cn,179.0,13,4,1
snwa.ocrest.cn,174.0,13,4,1
scqd.ocrest.cn,180.0,12,4,1
sgcr.ocrest.cn,180.0,12,4,1
sqh.ocrest.cn,180.0,12,4,1
sps.ocrest.cn,180.0,13,4,1
snbi.ocrest.cn,180.0,13,4,1
bjek.ocrest.cn,168.0,13,4,1
bqcs.ocrest.cn,145.0,13,4,1
cbx.ocrevx.cn,180.0,13,4,1
cezo.ocrevx.cn,180.0,13,4,1
crnt.ocrevx.cn,180.0,13,4,1
ccz.ocrevx.cn,175.0,13,4,1
cpls.ocrevx.cn,180.0,13,4,1
crio.ocrevx.cn,180.0,13,4,1
cik.ocrevx.cn,180.0,12,4,1
ckpr.ocrevx.cn,180.0,13,4,1
csgm.ocrevx.cn,180.0,12,4,1
ckcn.ocrevx.cn,180.0,13,4,1
cjc.ocrevx.cn,180.0,13,4,1
che.ocrevx.cn,180.0,12,4,1
cpsp.ocrevx.cn,180.0,11,4,1
cacd.ocrevx.cn,180.0,12,4,1
cfx.ocrevx.cn,180.0,12,4,1
cswn.ocrevx.cn,180.0,13,4,1
culu.ocrevx.cn,180.0,13,4,1
cpi.ocrevx.cn,180.0,13,4,1
ccu.ocrevx.cn,180.0,11,4,1
cnv.ocrevx.cn,180.0,12,4,1
cjbt.ocrevx.cn,180.0,11,4,1
cijt.ocrevx.cn,180.0,13,4,1
ctrz.ocrevx.cn,180.0,11,4,1
cgo.ocrevx.cn,180.0,13,4,1
snk.ocrevx.cn,180.0,11,4,1
sch.ocrevx.cn,180.0,12,4,1
sqd.ocrevx.cn,135.0,12,4,1
szj.ocrevx.cn,180.0,12,4,1
sft.ocrevx.cn,180.0,12,4,1
sdoy.ocrevx.cn,180.0,12,4,1
skoc.ocrevx.cn,180.0,12,4,1
svv.ocrevx.cn,175.0,12,4,1
sgl.ocrevx.cn,175.0,12,4,1
syuy.ocrevx.cn,180.0,13,4,1
sdyl.ocrevx.cn,180.0,11,4,1
sij.ocrevx.cn,180.0,11,4,1
srek.ocrevx.cn,180.0,11,4,1
sdma.ocrevx.cn,180.0,12,4,1
syfq.ocrevx.cn,180.0,12,4,1
