domain,ttl,ip_count,ns_count,label
sysm.iidfegfh.cn,180.0,13,4,1
sjs.iidfegfh.cn,180.0,13,4,1
sujh.iidfegfh.cn,180.0,13,4,1
slt.iidfegfh.cn,180.0,13,4,1
rslo.iidfegfh.cn,180.0,13,4,1
rwsk.iidfegfh.cn,180.0,13,4,1
rdj.iidfegfh.cn,122.0,13,4,1
syen.iidfegfh.cn,180.0,12,4,1
sduf.iidfegfh.cn,180.0,13,4,1
bjo.iidfegfh.cn,180.0,13,4,1
bdv.iidfegfh.cn,123.0,13,4,1
sbzc.dfiiicc.cn,180.0,12,4,1
sna.dfiiicc.cn,180.0,13,4,1
slvq.dfiiicc.cn,180.0,13,4,1
smtf.dfiiicc.cn,180.0,13,4,1
slxy.dfiiicc.cn,180.0,12,4,1
sule.dfiiicc.cn,180.0,13,4,1
scoc.dfiiicc.cn,180.0,13,4,1
swc.dfiiicc.cn,180.0,13,4,1
tyf.dfiiicc.cn,180.0,12,4,1
tzz.dfiiicc.cn,180.0,13,4,1
tvx.dfiiicc.cn,180.0,13,4,1
tve.dfiiicc.cn,180.0,12,4,1
sdhd.dfiiicc.cn,180.0,13,4,1
svfb.dfiiicc.cn,155.0,13,4,1
swue.dfccihe.cn,180.0,13,4,1
svwf.dfccihe.cn,180.0,13,4,1
sleg.dfccihe.cn,180.0,12,4,1
scu.dfccihe.cn,180.0,12,4,1
syu.dfccihe.cn,180.0,13,4,1
svcb.dfccihe.cn,180.0,13,4,1
tevq.dfccihe.cn,180.0,13,4,1
tbgl.dfccihe.cn,180.0,13,4,1
kqju.dfccihe.cn,180.0,13,4,1
kdyj.dfccihe.cn,180.0,13,4,1
kef.dfccihe.cn,180.0,13,4,1
kfr.dfccihe.cn,180.0,13,4,1
kvzd.dfccihe.cn,180.0,12,4,1
kkg.dfccihe.cn,170.0,13,4,1
riyw.dfccihe.cn,180.0,13,4,1
rqwh.dfccihe.cn,115.0,12,4,1
rbnm.dfccihe.cn,180.0,13,4,1
ripy.dfccihe.cn,97.0,13,4,1
rsi.dfccihe.cn,180.0,13,4,1
rzas.dfccihe.cn,180.0,13,4,1
ryxe.dfccihe.cn,180.0,12,4,1
rcg.dfccihe.cn,180.0,13,4,1
rbt.dfccihe.cn,180.0,12,4,1
rsqq.dfccihe.cn,11.0,13,4,1
rot.dfccihe.cn,138.0,13,4,1
rvge.dfccihe.cn,180.0,13,4,1
rkgb.dfccihe.cn,88.0,13,4,1
sngg.dfhimeg.cn,180.0,13,4,1
swms.dfhimeg.cn,180.0,13,4,1
sbf.dfhimeg.cn,180.0,13,4,1
ssss.dfhimeg.cn,180.0,13,4,1
seeb.dfhimeg.cn,180.0,13,4,1
szuw.dfhimeg.cn,180.0,13,4,1
seot.dfhimeg.cn,180.0,13,4,1
sttt.dfhimeg.cn,180.0,13,4,1
bwax.dfhimeg.cn,180.0,13,4,1
byz.dfhimeg.cn,180.0,13,4,1
smz.idiwmgfi.cn,180.0,13,4,1
sdqi.idiwmgfi.cn,180.0,13,4,1
sthd.idiwmgfi.cn,180.0,13,4,1
sdcw.idiwmgfi.cn,180.0,13,4,1
saxr.idiwmgfi.cn,180.0,13,4,1
skqn.idiwmgfi.cn,178.0,13,4,1
tips.idiwmgfi.cn,180.0,13,4,1
txq.idiwmgfi.cn,180.0,13,4,1
tbk.idiwmgfi.cn,180.0,13,4,1
tbub.idiwmgfi.cn,180.0,13,4,1
ses.idiwmgfi.cn,180.0,13,4,1
sfc.idiwmgfi.cn,118.0,13,4,1
twid.idiwmgfi.cn,180.0,13,4,1
txc.idiwmgfi.cn,180.0,13,4,1
bgpo.idiwmgfi.cn,180.0,13,4,1
bdui.idiwmgfi.cn,180.0,13,4,1
rda.idiwmgfi.cn,180.0,13,4,1
rywa.idiwmgfi.cn,106.0,13,4,1
rld.idiwmgfi.cn,180.0,13,4,1
rno.idiwmgfi.cn,180.0,13,4,1
rar.idfiwwx.cn,180.0,13,4,1
kby.idfiwwx.cn,173.0,13,4,1
ktn.idfiwwx.cn,180.0,13,4,1
kbxw.idfiwwx.cn,180.0,13,4,1
rwe.idfiwwx.cn,180.0,13,4,1
thjg.idfiwwx.cn,180.0,13,4,1
taq.idfiwwx.cn,180.0,13,4,1
rycb.idfiwwx.cn,180.0,13,4,1
rvo.idfiwwx.cn,180.0,13,4,1
tao.idfiwwx.cn,180.0,11,4,1
trk.idfiwwx.cn,180.0,13,4,1
car.idfiwwx.cn,180.0,13,4,1
chvq.idfiwwx.cn,180.0,12,4,1
sib.dixcgzc.cn,180.0,13,4,1
smfs.dixcgzc.cn,180.0,13,4,1
shk.dixcgzc.cn,180.0,12,4,1
soyl.dixcgzc.cn,180.0,13,4,1
sbl.dixcgzc.cn,180.0,13,4,1
saq.dixcgzc.cn,180.0,13,4,1
ssgv.dixcgzc.cn,180.0,13,4,1
rujb.fdhgzxi.cn,180.0,13,4,1
rjca.fdhgzxi.cn,180.0,12,4,1
rxqw.fdhgzxi.cn,180.0,13,4,1
rsjk.fdhgzxi.cn,180.0,12,4,1
kxsf.fdhgzxi.cn,180.0,13,4,1
kuhl.fdhgzxi.cn,180.0,13,4,1
kzoq.fdhgzxi.cn,180.0,13,4,1
rhs.fdhgzxi.cn,180.0,12,4,1
roj.fdhgzxi.cn,180.0,13,4,1
sppl.fdhgzxi.cn,180.0,13,4,1
slbz.fdhgzxi.cn,180.0,13,4,1
stfn.fdhgzxi.cn,180.0,13,4,1
tkw.fdhgzxi.cn,180.0,13,4,1
tcf.fdhgzxi.cn,180.0,13,4,1
rhc.iidfxdf.cn,180.0,11,4,1
rcm.iidfxdf.cn,180.0,13,4,1
buhu.iidfxdf.cn,180.0,13,4,1
bbkz.iidfxdf.cn,180.0,13,4,1
bcl.iidfxdf.cn,180.0,12,4,1
bcb.iidfxdf.cn,180.0,13,4,1
sfsq.iidfxdf.cn,180.0,13,4,1
scky.iidfxdf.cn,180.0,13,4,1
tqnr.iidfxdf.cn,180.0,13,4,1
tzdn.iidfxdf.cn,180.0,13,4,1
sby.fhdgiwe.cn,180.0,13,4,1
shpo.fhdgiwe.cn,180.0,12,4,1
gsl.fhdgiwe.cn,180.0,13,4,1
gmn.fhdgiwe.cn,180.0,13,4,1
ghk.fhdgiwe.cn,180.0,13,4,1
gtcu.fhdgiwe.cn,180.0,13,4,1
gtc.fhdgiwe.cn,180.0,13,4,1
gqgf.fhdgiwe.cn,180.0,13,4,1
gkzd.fhdgiwe.cn,156.0,13,4,1
goth.fhdgiwe.cn,180.0,11,4,1
gqht.fhdgiwe.cn,180.0,13,4,1
gccf.fhdgiwe.cn,180.0,13,4,1
conf.fhdgiwe.cn,180.0,12,4,1
cziu.fhdgiwe.cn,180.0,13,4,1
robi.fhdgiwe.cn,180.0,13,4,1
rvvo.fhdgiwe.cn,180.0,13,4,1
tdz.zxfbied.cn,180.0,11,4,1
tri.zxfbied.cn,180.0,13,4,1
kios.zxfbied.cn,180.0,13,4,1
kgq.zxfbied.cn,180.0,13,4,1
rtrm.zxfbied.cn,180.0,13,4,1
rat.zxfbied.cn,180.0,13,4,1
sdj.zxfbied.cn,180.0,12,4,1
tawb.igdgfiw.cn,180.0,13,4,1
tnkw.igdgfiw.cn,180.0,13,4,1
rcb.igdgfiw.cn,180.0,13,4,1
rid.igdgfiw.cn,180.0,13,4,1
rzl.igdgfiw.cn,180.0,13,4,1
rkok.igdgfiw.cn,180.0,12,4,1
gdzz.igdgfiw.cn,180.0,13,4,1
gvlx.igdgfiw.cn,180.0,11,4,1
rzih.bcggfdic.cn,180.0,13,4,1
tts.dfxettih.cn,180.0,11,4,1
svzy.bcggfdic.cn,180.0,12,4,1
srtb.igdfibx.cn,180.0,13,4,1
syoh.igdfibx.cn,180.0,13,4,1
seg.bcggfdic.cn,180.0,13,4,1
trcw.bcggfdic.cn,180.0,13,4,1
thul.bcggfdic.cn,180.0,13,4,1
rsxs.bcggfdic.cn,180.0,13,4,1
rqpv.bcggfdic.cn,180.0,13,4,1
rwzk.bcggfdic.cn,180.0,11,4,1
cnix.bcggfdic.cn,180.0,11,4,1
ciqb.bcggfdic.cn,180.0,13,4,1
cgka.bcggfdic.cn,180.0,12,4,1
ctw.bcggfdic.cn,180.0,13,4,1
ccpp.bcggfdic.cn,180.0,13,4,1
csc.bcggfdic.cn,180.0,11,4,1
cgau.bcggfdic.cn,180.0,12,4,1
szfa.bcggfdic.cn,74.0,12,4,1
sic.bcggfdic.cn,178.0,13,4,1
sbjo.bcggfdic.cn,180.0,12,4,1
saab.bcggfdic.cn,180.0,13,4,1
ripc.bcggfdic.cn,180.0,13,4,1
rgj.bcggfdic.cn,179.0,13,4,1
srsj.bcggfdic.cn,180.0,13,4,1
sjyb.bcggfdic.cn,101.0,11,4,1
bxhg.bcggfdic.cn,180.0,11,4,1
bem.bcggfdic.cn,180.0,13,4,1
resh.bcggfdic.cn,180.0,12,4,1
rzbz.bcggfdic.cn,180.0,13,4,1
cbfv.bcggfdic.cn,180.0,13,4,1
cvon.bcggfdic.cn,180.0,13,4,1
cdc.bcggfdic.cn,180.0,13,4,1
cgd.bcggfdic.cn,180.0,13,4,1
sxg.bcggfdic.cn,180.0,13,4,1
szg.bcggfdic.cn,180.0,13,4,1
sxpe.bcggfdic.cn,180.0,13,4,1
sxr.bcggfdic.cn,158.0,13,4,1
trz.bcggfdic.cn,180.0,13,4,1
tsp.bcggfdic.cn,180.0,13,4,1
trk.bcggfdic.cn,180.0,12,4,1
tsc.bcggfdic.cn,180.0,12,4,1
rlf.igdfibx.cn,180.0,12,4,1
rkj.igdfibx.cn,180.0,13,4,1
rng.igdfibx.cn,180.0,13,4,1
rbvw.igdfibx.cn,180.0,13,4,1
rkog.igdfibx.cn,180.0,13,4,1
rgdb.igdfibx.cn,180.0,13,4,1
slfi.igdfibx.cn,180.0,13,4,1
skkv.igdfibx.cn,180.0,13,4,1
rma.igdfibx.cn,180.0,12,4,1
rnem.igdfibx.cn,180.0,13,4,1
rudu.igdfibx.cn,158.0,13,4,1
rug.igdfibx.cn,180.0,12,4,1
swlx.igdfibx.cn,180.0,13,4,1
snj.igdfibx.cn,180.0,13,4,1
swa.igdfibx.cn,180.0,13,4,1
sjx.igdfibx.cn,180.0,13,4,1
kuys.igdfibx.cn,180.0,13,4,1
kgfu.igdfibx.cn,180.0,13,4,1
tdp.igdfibx.cn,180.0,13,4,1
twl.igdfibx.cn,84.0,12,4,1
tvtd.igdfibx.cn,180.0,13,4,1
kau.igdfibx.cn,80.0,13,4,1
kecy.igdfibx.cn,180.0,13,4,1
tlis.dgixdife.cn,180.0,13,4,1
tso.dgixdife.cn,180.0,12,4,1
tkx.dgixdife.cn,180.0,13,4,1
tnjw.dgixdife.cn,174.0,13,4,1
ren.dgixdife.cn,180.0,13,4,1
rao.dgixdife.cn,180.0,13,4,1
tqot.dgixdife.cn,180.0,13,4,1
tltk.dgixdife.cn,180.0,13,4,1
retc.dgixdife.cn,180.0,13,4,1
rofw.dgixdife.cn,140.0,13,4,1
ssc.dgixdife.cn,180.0,13,4,1
sqv.dgixdife.cn,180.0,13,4,1
sedv.dgixdife.cn,180.0,12,4,1
skun.dgixdife.cn,180.0,13,4,1
swr.dgixdife.cn,180.0,13,4,1
sqqc.dgixdife.cn,180.0,13,4,1
sgys.dgixdife.cn,180.0,13,4,1
szz.dgixdife.cn,180.0,13,4,1
cajz.dgixdife.cn,180.0,13,4,1
chr.dgixdife.cn,49.0,12,4,1
cqok.dgixdife.cn,180.0,13,4,1
coz.dgixdife.cn,180.0,13,4,1
rca.dgixdife.cn,180.0,13,4,1
srib.dgixdife.cn,141.0,13,4,1
sxj.dgixdife.cn,10.0,12,4,1
keit.iiwetif.cn,180.0,13,4,1
khxp.iiwetif.cn,180.0,13,4,1
bdgd.iiwetif.cn,149.0,13,4,1
snr.iiwetif.cn,180.0,12,4,1
rkyb.iiwetif.cn,180.0,13,4,1
rdcx.iiwetif.cn,163.0,12,4,1
tii.iiwetif.cn,180.0,13,4,1
tar.iiwetif.cn,180.0,13,4,1
sks.iiwetif.cn,180.0,13,4,1
sbo.iiwetif.cn,180.0,13,4,1
suwk.iiwetif.cn,180.0,13,4,1
saz.iiwetif.cn,180.0,13,4,1
kbt.iiwetif.cn,180.0,12,4,1
kmpg.iiwetif.cn,162.0,13,4,1
rrc.iiwtttx.cn,180.0,13,4,1
rwo.iiwtttx.cn,180.0,13,4,1
rtgb.iiwtttx.cn,180.0,13,4,1
rgi.iiwtttx.cn,180.0,13,4,1
skba.iiwtttx.cn,180.0,13,4,1
snzz.iiwtttx.cn,180.0,13,4,1
sny.iiwtttx.cn,180.0,13,4,1
syn.iiwtttx.cn,180.0,12,4,1
tsvd.iiwtttx.cn,180.0,13,4,1
tdsy.iiwtttx.cn,180.0,12,4,1
tpq.iiwtttx.cn,180.0,13,4,1
tgzk.iiwtttx.cn,180.0,13,4,1
tzgr.iiwtttx.cn,180.0,12,4,1
tyl.iiwtttx.cn,180.0,13,4,1
tou.iiwtttx.cn,180.0,13,4,1
tivz.iiwtttx.cn,180.0,12,4,1
tqt.iiwtttx.cn,180.0,13,4,1
tax.iiwtttx.cn,180.0,13,4,1
bvcx.idfhwxd.cn,180.0,13,4,1
bmy.idfhwxd.cn,180.0,13,4,1
tlt.idfhwxd.cn,180.0,12,4,1
snw.idfhwxd.cn,180.0,13,4,1
sybx.idfhwxd.cn,180.0,12,4,1
sxhq.idfhwxd.cn,180.0,12,4,1
ssqq.idfhwxd.cn,180.0,12,4,1
rny.idfhwxd.cn,180.0,13,4,1
rhan.idfhwxd.cn,180.0,12,4,1
trsw.idfhwxd.cn,153.0,13,4,1
txvl.idfhwxd.cn,180.0,13,4,1
tqyk.idfhwxd.cn,180.0,12,4,1
tew.idfhwxd.cn,180.0,12,4,1
thx.dfxettih.cn,180.0,13,4,1
tge.dfxettih.cn,180.0,12,4,1
tzl.dfxettih.cn,180.0,13,4,1
tfcu.dfxettih.cn,180.0,12,4,1
tid.dfxettih.cn,180.0,12,4,1
tbk.dfxettih.cn,180.0,13,4,1
tkb.dfxettih.cn,180.0,13,4,1
tyv.dfxettih.cn,180.0,12,4,1
tlg.dfxettih.cn,180.0,13,4,1
tcp.dfxettih.cn,180.0,12,4,1
trhz.dfxettih.cn,180.0,13,4,1
tdnt.dfxettih.cn,180.0,12,4,1
smv.dfxettih.cn,180.0,12,4,1
sor.dfxettih.cn,180.0,12,4,1
krbe.dfxettih.cn,180.0,12,4,1
kmnf.dfxettih.cn,180.0,12,4,1
tjpu.dfxettih.cn,141.0,12,4,1
smk.diiiehth.cn,180.0,12,4,1
sboe.diiiehth.cn,180.0,12,4,1
sdjl.diiiehth.cn,180.0,13,4,1
sjqb.diiiehth.cn,180.0,13,4,1
sydb.diiiehth.cn,180.0,12,4,1
seq.diiiehth.cn,180.0,13,4,1
snq.diiiehth.cn,180.0,13,4,1
szis.diiiehth.cn,180.0,12,4,1
ttxu.diiiehth.cn,148.0,12,4,1
sxk.ziifdtwi.cn,180.0,12,4,1
spso.ziifdtwi.cn,180.0,12,4,1
tuy.ziifdtwi.cn,180.0,13,4,1
tmuk.ziifdtwi.cn,180.0,12,4,1
trrz.ziifdtwi.cn,180.0,13,4,1
tyj.ziifdtwi.cn,180.0,13,4,1
tbu.ziifdtwi.cn,180.0,13,4,1
tubq.ziifdtwi.cn,180.0,13,4,1
slu.xcggiifg.cn,180.0,13,4,1
sxy.xcggiifg.cn,180.0,12,4,1
syze.xcggiifg.cn,180.0,12,4,1
str.xcggiifg.cn,180.0,12,4,1
svcv.xcggiifg.cn,180.0,12,4,1
sfno.xcggiifg.cn,148.0,12,4,1
rocs.xcggiifg.cn,180.0,12,4,1
rjq.xcggiifg.cn,180.0,13,4,1
rqsh.xcggiifg.cn,180.0,12,4,1
rpxl.xcggiifg.cn,180.0,12,4,1
gnna.xcggiifg.cn,180.0,12,4,1
gmty.xcggiifg.cn,180.0,12,4,1
rajj.xcggiifg.cn,180.0,13,4,1
rvnx.xcggiifg.cn,180.0,12,4,1
sfd.xcggiifg.cn,161.0,12,4,1
sqrh.xcggiifg.cn,180.0,13,4,1
rpz.xcggiifg.cn,180.0,13,4,1
rys.xcggiifg.cn,180.0,13,4,1
sysz.xcggiifg.cn,180.0,12,4,1
sqam.xcggiifg.cn,108.0,12,4,1
szhp.xcggiifg.cn,180.0,13,4,1
skmz.xcggiifg.cn,178.0,12,4,1
ssc.xcggiifg.cn,100.0,13,4,1
sgip.xcggiifg.cn,180.0,12,4,1
sss.xcggiifg.cn,180.0,12,4,1
stva.xcggiifg.cn,180.0,12,4,1
sam.xcggiifg.cn,112.0,12,4,1
srb.xcggiifg.cn,180.0,13,4,1
slzh.xcggiifg.cn,180.0,12,4,1
rnpb.xcggiifg.cn,180.0,12,4,1
rck.xcggiifg.cn,180.0,13,4,1
rua.xcggiifg.cn,98.0,12,4,1
rxe.xcggiifg.cn,180.0,12,4,1
riw.xcggiifg.cn,99.0,12,4,1
rxid.xcggiifg.cn,56.0,12,4,1
rrpe.xcggiifg.cn,180.0,13,4,1
rwrj.xcggiifg.cn,152.0,12,4,1
rkes.xcggiifg.cn,180.0,12,4,1
rix.xcggiifg.cn,118.0,13,4,1
cctl.xcggiifg.cn,180.0,12,4,1
cza.xcggiifg.cn,92.0,12,4,1
bssj.fiiggdxg.cn,180.0,12,4,1
buz.fiiggdxg.cn,180.0,12,4,1
bar.fiiggdxg.cn,180.0,12,4,1
bmcj.fiiggdxg.cn,180.0,12,4,1
blpr.dfidgxgf.cn,180.0,13,4,1
bjgr.dfidgxgf.cn,180.0,12,4,1
rnlz.dfidgxgf.cn,180.0,13,4,1
rhg.dfidgxgf.cn,180.0,12,4,1
cdx.dfidgxgf.cn,180.0,12,4,1
cizg.dfidgxgf.cn,180.0,13,4,1
soww.dfidgxgf.cn,180.0,13,4,1
skx.dfidgxgf.cn,180.0,13,4,1
kreu.ciggiew.cn,180.0,13,4,1
kzy.ciggiew.cn,180.0,12,4,1
klyx.ciggiew.cn,180.0,13,4,1
kur.ciggiew.cn,180.0,12,4,1
rsz.ciggiew.cn,180.0,12,4,1
kjfu.ciggiew.cn,180.0,12,4,1
bcvc.ciggiew.cn,45.0,12,4,1
bls.ciggiew.cn,180.0,12,4,1
tbax.ciggiew.cn,180.0,12,4,1
tcv.ciggiew.cn,180.0,13,4,1
rkxe.ciggiew.cn,180.0,13,4,1
sljw.iidxifh.cn,180.0,12,4,1
snlk.iidxifh.cn,180.0,12,4,1
gmnr.iidxifh.cn,180.0,12,4,1
gom.iidxifh.cn,180.0,12,4,1
gslj.iidxifh.cn,180.0,12,4,1
gwma.iidxifh.cn,180.0,13,4,1
stp.iidxifh.cn,180.0,12,4,1
sqi.iidxifh.cn,180.0,12,4,1
knpl.iiwtttx.cn,180.0,13,4,1
tvf.dfiitxe.cn,180.0,12,4,1
sew.dfxettih.cn,180.0,13,4,1
txi.iiwtttx.cn,180.0,13,4,1
kri.iiwtttx.cn,176.0,13,4,1
tcca.dfiitxe.cn,180.0,13,4,1
tsj.iiwtttx.cn,180.0,13,4,1
srx.dfxettih.cn,180.0,13,4,1
kdib.dfxettih.cn,180.0,12,4,1
kbo.dfxettih.cn,180.0,13,4,1
syfq.dfiitxe.cn,180.0,13,4,1
slui.dfiitxe.cn,180.0,13,4,1
svu.dfiitxe.cn,180.0,12,4,1
spn.dfiitxe.cn,180.0,13,4,1
tdnq.dfiitxe.cn,180.0,12,4,1
twg.dfiitxe.cn,180.0,12,4,1
slm.idfhwxd.cn,180.0,12,4,1
smw.idfhwxd.cn,180.0,13,4,1
csox.ziifdtwi.cn,180.0,12,4,1
cnj.ziifdtwi.cn,180.0,13,4,1
rfh.ziifdtwi.cn,180.0,13,4,1
rdyu.ziifdtwi.cn,180.0,13,4,1
segb.iidxifh.cn,180.0,12,4,1
she.iidxifh.cn,180.0,12,4,1
bkwt.iidxifh.cn,180.0,12,4,1
bczz.iidxifh.cn,180.0,13,4,1
sln.iidxifh.cn,180.0,13,4,1
sbmi.iidxifh.cn,180.0,13,4,1
tbl.iidxifh.cn,180.0,13,4,1
tifa.iidxifh.cn,180.0,13,4,1
seel.xcgbxii.cn,180.0,12,4,1
spia.xcgbxii.cn,180.0,13,4,1
szn.xcgbxii.cn,180.0,12,4,1
sin.xcgbxii.cn,180.0,13,4,1
rpn.xcgbxii.cn,180.0,13,4,1
rkky.xcgbxii.cn,180.0,13,4,1
tbg.xcgbxii.cn,180.0,13,4,1
ttj.xcgbxii.cn,180.0,13,4,1
rzz.xcgbxii.cn,180.0,12,4,1
rhmb.xcgbxii.cn,180.0,13,4,1
rgm.xcgbxii.cn,180.0,13,4,1
rtol.xcgbxii.cn,180.0,13,4,1
rhw.xcgbxii.cn,180.0,13,4,1
rsrd.xcgbxii.cn,180.0,13,4,1
rmh.xcgbxii.cn,180.0,13,4,1
rex.xcgbxii.cn,169.0,13,4,1
cexx.xcgbxii.cn,180.0,12,4,1
cpqv.xcgbxii.cn,180.0,13,4,1
cof.xcgbxii.cn,180.0,13,4,1
cwl.xcgbxii.cn,180.0,12,4,1
sch.xcgbxii.cn,180.0,13,4,1
sdp.xcgbxii.cn,180.0,12,4,1
bet.dfxettih.cn,180.0,13,4,1
boh.dfxettih.cn,180.0,12,4,1
rro.dfiitxe.cn,180.0,13,4,1
rdtt.dfiitxe.cn,180.0,13,4,1
tuy.dfxettih.cn,180.0,12,4,1
bwhf.dfiitxe.cn,180.0,13,4,1
bqqv.dfiitxe.cn,180.0,12,4,1
cbgh.dfiitxe.cn,180.0,12,4,1
sic.dfiitxe.cn,180.0,12,4,1
sqin.dfiitxe.cn,180.0,13,4,1
tffe.dfiitxe.cn,180.0,13,4,1
twn.dfiitxe.cn,180.0,13,4,1
sks.dfiitxe.cn,180.0,13,4,1
tel.dfiitxe.cn,180.0,12,4,1
txd.dfiitxe.cn,180.0,13,4,1
tqgw.dfiitxe.cn,180.0,12,4,1
bzs.dfiitxe.cn,130.0,13,4,1
blkd.dfiitxe.cn,180.0,12,4,1
sre.dfiitxe.cn,113.0,12,4,1
slat.dfiitxe.cn,180.0,13,4,1
sci.dfiitxe.cn,180.0,13,4,1
smgi.dfiitxe.cn,180.0,12,4,1
tuti.dfiitxe.cn,180.0,12,4,1
tgi.dfiitxe.cn,180.0,13,4,1
txpb.dfiitxe.cn,180.0,13,4,1
tsvy.dfiitxe.cn,180.0,12,4,1
tqdx.dfiitxe.cn,80.0,13,4,1
ttn.dfiitxe.cn,180.0,13,4,1
tbvk.dfiitxe.cn,170.0,13,4,1
tzmk.dfiitxe.cn,63.0,13,4,1
tuex.dfiitxe.cn,180.0,12,4,1
tncz.dfiitxe.cn,180.0,13,4,1
tad.dfiitxe.cn,180.0,13,4,1
tts.dfiitxe.cn,29.0,12,4,1
txrf.dfiitxe.cn,180.0,12,4,1
tmlf.dfiitxe.cn,27.0,12,4,1
sqtc.dfiitxe.cn,180.0,13,4,1
swz.dfiitxe.cn,26.0,12,4,1
tax.dfiitxe.cn,180.0,13,4,1
tnu.dfiitxe.cn,180.0,13,4,1
tbdm.dfiitxe.cn,180.0,12,4,1
tqck.dfiitxe.cn,180.0,13,4,1
rrz.dfiitxe.cn,180.0,13,4,1
ryv.dfiitxe.cn,180.0,13,4,1
rtq.dfiitxe.cn,10.0,13,4,1
rtqs.dfiitxe.cn,180.0,12,4,1
risa.dfiitxe.cn,180.0,13,4,1
ret.dfiitxe.cn,60.0,12,4,1
ryr.dfiitxe.cn,174.0,13,4,1
rbhz.dfiitxe.cn,115.0,13,4,1
rtl.dfiitxe.cn,180.0,13,4,1
rjrf.dfiitxe.cn,148.0,12,4,1
rref.dfiitxe.cn,180.0,13,4,1
rnv.dfiitxe.cn,180.0,13,4,1
svd.dfiitxe.cn,180.0,12,4,1
sne.dfiitxe.cn,180.0,12,4,1
rcn.dfiitxe.cn,180.0,12,4,1
rne.dfiitxe.cn,46.0,12,4,1
rss.dfiitxe.cn,180.0,12,4,1
ribz.dfiitxe.cn,180.0,12,4,1
gdz.mweiitd.cn,180.0,13,4,1
gdp.mweiitd.cn,180.0,13,4,1
spj.mweiitd.cn,180.0,13,4,1
snju.mweiitd.cn,180.0,12,4,1
bihm.mweiitd.cn,180.0,13,4,1
bxv.mweiitd.cn,180.0,12,4,1
twp.mweiitd.cn,180.0,13,4,1
tlk.mweiitd.cn,180.0,12,4,1
tszb.mweiitd.cn,180.0,12,4,1
koru.mweiitd.cn,180.0,12,4,1
svlc.mweiitd.cn,180.0,12,4,1
szs.mweiitd.cn,180.0,13,4,1
slq.mweiitd.cn,129.0,13,4,1
svf.mweiitd.cn,180.0,13,4,1
klg.mweiitd.cn,180.0,13,4,1
kgzd.mweiitd.cn,180.0,13,4,1
szqp.mweiitd.cn,180.0,12,4,1
sql.mweiitd.cn,180.0,12,4,1
slt.mweiitd.cn,180.0,13,4,1
sglq.mweiitd.cn,180.0,12,4,1
swm.iifidgh.cn,180.0,13,4,1
spu.iifidgh.cn,180.0,13,4,1
swg.iifidgh.cn,180.0,13,4,1
slwc.iifidgh.cn,180.0,13,4,1
slcu.iifidgh.cn,180.0,13,4,1
szjl.iifidgh.cn,180.0,13,4,1
sqmm.iifidgh.cn,180.0,13,4,1
svj.iifidgh.cn,180.0,13,4,1
schd.iifidgh.cn,180.0,13,4,1
tweo.iifidgh.cn,180.0,13,4,1
ttn.iifidgh.cn,180.0,13,4,1
rrne.iifidgh.cn,180.0,13,4,1
rnm.iifidgh.cn,180.0,13,4,1
soo.iifidgh.cn,180.0,13,4,1
seaa.iifidgh.cn,180.0,13,4,1
rdz.iifidgh.cn,180.0,13,4,1
rbwj.iifidgh.cn,180.0,13,4,1
rkd.iifidgh.cn,180.0,13,4,1
bimx.iifidgh.cn,180.0,13,4,1
szm.iifidgh.cn,180.0,13,4,1
sqr.iifidgh.cn,180.0,13,4,1
spak.iifidgh.cn,180.0,13,4,1
sqyv.iifidgh.cn,173.0,13,4,1
sgc.iifidgh.cn,180.0,13,4,1
spb.iifidgh.cn,180.0,13,4,1
sps.iifidgh.cn,180.0,13,4,1
shk.iifidgh.cn,180.0,13,4,1
slf.iifidgh.cn,180.0,13,4,1
kyjv.iiwetif.cn,180.0,13,4,1
kup.iiwetif.cn,180.0,13,4,1
swxg.iiwetif.cn,180.0,13,4,1
ssyn.iiwetif.cn,180.0,13,4,1
sfh.iiwetif.cn,180.0,13,4,1
kvn.iiwetif.cn,180.0,13,4,1
kbo.iiwetif.cn,180.0,13,4,1
sxn.iiwetif.cn,180.0,13,4,1
srt.iiwetif.cn,180.0,13,4,1
sbpv.iiwetif.cn,173.0,13,4,1
sbht.iiwetif.cn,180.0,13,4,1
sokf.iiwetif.cn,180.0,13,4,1
sufg.iiwetif.cn,180.0,13,4,1
sbvb.iiwetif.cn,180.0,13,4,1
sae.iiwetif.cn,180.0,13,4,1
sntu.iiwetif.cn,167.0,13,4,1
sdzo.iiwetif.cn,180.0,13,4,1
svyq.iiwetif.cn,180.0,13,4,1
sgtk.iiwetif.cn,143.0,13,4,1
smfr.iiwetif.cn,180.0,13,4,1
swkl.iiwetif.cn,174.0,13,4,1
ktu.iiwetif.cn,180.0,13,4,1
kdoh.iiwetif.cn,135.0,13,4,1
ryv.iiwetif.cn,141.0,13,4,1
ruo.iiwetif.cn,180.0,13,4,1
tngf.iiwetif.cn,180.0,13,4,1
txc.iiwetif.cn,180.0,13,4,1
sphj.iiwtttx.cn,180.0,13,4,1
snq.iiwtttx.cn,180.0,13,4,1
stf.iiwtttx.cn,180.0,13,4,1
sjtq.iiwtttx.cn,180.0,13,4,1
sip.iiwtttx.cn,180.0,13,4,1
szo.iiwtttx.cn,180.0,13,4,1
sczw.iiwtttx.cn,180.0,13,4,1
